,years_of_experience,aerodynamics_score,technological_score,Leader,Leadership_score,distance,route_match,fuel_consumption,engine_temperature,body_weight,sensor_equipped
1751,15,18,3,0,276,854,60,94,71,3102,1
1752,19,40,4,1,523,771,55,68,62,2748,0
1753,6,29,10,0,390,840,15,124,80,3206,1
1754,6,47,3,1,521,614,43,40,59,2030,1
1755,11,37,4,1,453,593,24,74,53,2936,0
1756,1,38,4,0,413,915,87,118,80,3808,0
1757,8,42,3,1,481,648,36,38,70,3000,0
1758,8,50,7,1,589,698,36,137,38,3688,0
1759,20,27,8,1,426,570,70,64,70,3633,0
1760,0,20,6,0,242,829,65,67,78,2931,0
1761,12,19,7,0,299,930,15,91,37,3685,0
1762,0,14,7,0,189,704,89,30,45,2507,1
1763,12,36,6,1,462,786,31,120,61,1296,1
1764,14,30,2,0,384,756,66,70,80,2841,0
1765,20,6,7,0,209,675,23,114,50,1575,1
1766,4,15,4,0,198,747,51,126,63,2305,1
1767,15,35,3,0,446,676,77,74,54,3729,0
1768,13,20,3,0,286,588,48,54,42,1930,0
1769,19,47,2,0,579,997,84,115,79,3068,1
1770,10,34,7,0,439,731,96,148,43,3655,1
1771,7,5,5,0,120,703,49,137,59,1582,0
1772,18,37,4,1,488,883,80,31,80,3676,1
1773,13,45,2,1,529,706,55,32,36,2782,0
1774,5,24,1,0,272,678,94,117,42,3902,1
1775,13,42,1,1,492,844,63,115,36,3461,0
1776,5,6,9,0,148,650,26,101,37,3243,0
1777,2,39,3,0,421,899,70,70,42,2926,1
1778,2,39,4,0,428,919,100,86,44,1898,0
1779,15,17,6,0,287,746,90,140,58,2773,0
1780,4,17,7,0,239,711,10,78,39,3311,1
1781,5,24,10,0,335,753,98,68,67,2971,0
1782,1,17,9,0,238,979,74,71,57,3457,1
1783,16,20,6,0,322,931,98,55,68,3538,0
1784,3,33,3,0,366,904,94,66,74,3813,1
1785,10,36,1,0,417,826,25,111,42,3129,0
1786,2,23,3,0,261,790,64,58,40,1221,0
1787,6,16,4,0,218,997,43,149,60,1562,1
1788,4,20,5,0,255,794,22,67,44,2327,0
1789,9,49,3,0,556,504,71,47,37,3769,0
1790,19,13,5,0,260,706,55,88,55,2524,0
1791,2,8,9,0,153,769,13,53,51,3515,0
1792,15,45,9,1,588,803,8,130,71,1244,0
1793,5,24,3,0,286,828,85,98,54,1523,0
1794,15,8,10,0,225,679,84,120,55,2654,0
1795,14,13,10,0,270,589,62,109,54,3495,0
1796,3,11,4,0,153,709,76,60,68,3919,0
1797,5,36,7,0,434,973,70,99,71,1547,0
1798,11,9,9,0,208,533,42,51,78,2811,1
1799,0,17,2,0,184,990,84,42,72,3500,1
1800,4,18,9,0,263,918,0,115,78,2178,0
1801,4,50,7,1,569,999,53,42,36,2517,1
1802,11,10,8,0,211,974,76,83,79,3410,0
1803,11,38,3,1,456,572,99,112,55,3385,1
1804,20,29,10,1,460,627,76,120,58,3367,0
1805,6,16,7,0,239,953,63,90,54,2273,0
1806,9,11,6,1,197,583,32,44,38,1262,0
1807,8,12,3,0,181,831,0,148,60,1618,1
1808,17,6,2,1,159,818,80,76,74,3474,1
1809,3,30,10,0,385,846,37,49,68,2240,1
1810,2,14,3,0,171,822,89,44,77,2375,1
1811,20,49,10,1,660,613,94,144,55,3822,0
1812,8,46,4,0,528,960,91,91,54,2699,1
1813,14,28,3,0,371,988,82,111,60,3819,0
1814,6,39,4,1,448,897,40,141,58,3162,0
1815,3,35,3,1,386,810,35,55,75,3921,0
1816,2,8,5,0,125,923,69,72,49,2418,1
1817,13,43,10,1,565,967,63,44,46,3587,0
1818,17,30,8,0,441,740,63,143,56,3493,0
1819,18,48,5,1,605,506,44,48,64,3440,0
1820,10,10,1,0,157,849,48,74,41,2079,0
1821,13,26,5,0,360,705,2,76,51,3558,1
1822,18,47,10,1,630,841,69,107,61,1428,0
1823,15,43,8,1,561,603,97,39,41,3888,1
1824,1,9,4,0,123,810,20,146,55,1893,0
1825,7,21,1,0,252,893,92,71,60,1835,0
1826,7,47,10,1,575,992,6,100,47,2104,1
1827,5,23,1,0,262,603,91,105,61,2657,0
1828,14,15,7,0,269,941,9,35,60,1517,0
1829,8,30,9,0,403,561,51,119,51,1825,1
1830,13,9,3,0,176,657,93,78,54,3949,0
1831,14,16,1,0,237,998,38,68,71,2216,1
1832,1,13,4,0,163,701,57,139,80,2093,1
1833,3,19,8,0,261,857,57,96,68,2522,0
1834,15,49,9,1,628,647,42,94,63,2742,0
1835,4,8,6,0,142,994,11,45,53,2906,0
1836,4,30,7,0,369,581,49,132,40,3032,0
1837,6,38,2,0,424,609,37,93,63,1660,0
1838,3,46,10,1,545,851,51,59,70,3732,1
1839,9,50,6,1,587,531,20,114,80,1955,1
1840,12,45,9,1,573,890,74,112,62,1384,1
1841,15,42,7,1,544,678,42,62,61,3750,1
1842,13,15,10,0,285,788,60,114,55,3032,1
1843,15,35,8,1,481,880,12,55,48,3459,1
1844,0,33,5,0,365,554,76,104,39,3556,1
1845,11,17,4,0,253,930,17,112,49,3913,1
1846,3,26,5,0,310,612,75,88,70,1585,0
1847,18,44,9,1,593,904,61,87,40,3453,0
1848,5,20,1,0,232,587,7,66,52,2458,1
1849,14,14,6,0,252,747,14,63,47,1488,0
1850,0,44,4,1,468,750,42,39,75,3550,0
1851,14,28,1,0,357,913,89,132,57,3576,0
1852,11,31,1,1,372,753,39,64,45,3584,1
1853,19,16,5,0,290,693,84,81,64,3791,0
1854,19,49,10,1,655,568,60,54,55,3711,0
1855,7,44,1,1,482,900,93,121,42,3413,0
1856,5,17,10,1,265,703,23,61,42,3565,0
1857,11,25,7,0,354,515,35,98,45,3469,1
1858,20,7,1,0,177,786,53,100,76,1765,0
1859,10,13,2,1,194,852,30,42,56,2421,0
1860,0,13,4,0,158,827,7,36,55,1964,1
1861,15,45,7,1,574,666,20,76,73,3464,0
1862,15,37,6,1,487,826,92,89,77,2507,1
1863,7,42,9,1,518,740,28,142,55,3250,0
1864,10,11,10,0,230,587,58,127,68,1865,0
1865,20,31,5,0,445,792,92,117,47,2801,1
1866,13,19,3,0,276,862,19,122,79,3720,1
1867,11,17,1,0,232,992,32,40,71,2559,0
1868,6,7,6,0,142,551,59,118,55,2954,0
1869,14,15,3,0,241,979,37,62,55,2672,0
1870,6,15,6,0,222,973,99,123,50,1203,1
1871,0,18,6,0,222,719,64,115,40,2814,0
1872,17,12,8,0,261,939,38,42,50,2947,1
1873,8,43,1,1,477,873,8,125,69,1862,1
1874,11,17,8,0,281,548,61,31,56,2130,1
1875,13,25,8,0,371,558,33,138,75,2841,1
1876,19,6,7,0,204,790,85,90,71,3207,1
1877,17,34,6,1,467,743,31,138,63,3701,1
1878,20,29,4,0,418,982,84,32,47,2008,0
1879,8,19,5,0,265,700,37,82,44,1558,0
1880,13,19,10,0,325,774,19,91,71,3833,0
1881,3,7,4,0,113,652,57,84,44,3104,0
1882,7,8,10,0,185,962,72,146,36,1463,1
1883,15,12,5,0,230,707,67,61,80,3043,1
1884,19,20,1,0,302,904,79,78,53,1930,0
1885,19,50,4,0,623,927,6,110,50,3562,1
1886,5,39,3,0,436,796,79,52,42,2565,0
1887,2,47,7,1,529,586,59,43,42,2440,0
1888,9,17,9,0,278,786,92,134,64,2081,0
1889,9,20,1,0,252,906,73,99,65,3679,1
1890,19,45,10,0,615,752,84,57,49,3909,1
1891,3,20,4,0,243,588,75,144,67,3870,0
1892,3,10,5,0,150,845,22,131,44,1500,0
1893,3,23,3,0,266,562,89,79,65,3674,1
1894,14,38,5,1,485,566,9,36,68,1758,1
1895,20,18,9,0,343,947,6,103,64,3182,1
1896,16,26,8,0,396,737,89,148,80,3382,0
1897,16,46,10,1,610,809,63,83,69,3089,0
1898,17,9,10,0,245,601,96,136,58,2447,0
1899,14,6,2,0,144,943,37,88,37,2368,0
1900,9,37,8,1,471,501,91,48,48,1320,1
1901,8,47,5,1,545,585,35,68,46,3927,1
1902,14,9,7,0,209,865,38,124,71,1496,1
1903,5,19,5,0,250,856,55,109,79,3432,1
1904,2,26,2,0,284,750,70,96,75,2868,1
1905,7,43,3,1,486,804,13,130,62,2539,1
1906,3,14,4,0,183,885,99,118,43,2561,0
1907,1,15,9,0,218,993,8,146,63,2754,1
1908,17,44,8,0,581,986,3,53,61,2707,1
1909,9,31,7,0,404,826,68,117,66,2459,1
1910,1,19,6,0,237,872,38,59,46,1249,0
1911,7,19,2,0,239,673,56,130,77,2818,1
1912,19,17,10,0,335,660,70,60,72,3424,1
1913,5,45,9,1,538,965,72,34,68,2910,0
1914,7,13,10,0,235,765,72,78,60,1560,0
1915,2,9,6,0,142,695,92,56,38,3480,1
1916,8,27,8,0,366,572,29,57,57,1838,1
1917,9,43,7,1,524,834,28,85,42,1223,1
1918,3,13,5,0,180,999,40,83,44,1444,1
1919,3,40,10,1,485,784,71,42,59,3151,0
1920,11,9,9,0,208,553,47,97,49,2995,0
1921,0,19,3,0,211,649,6,53,45,1654,0
1922,14,9,6,0,202,854,83,141,48,1625,1
1923,14,44,4,0,538,634,75,107,37,3883,1
1924,1,24,10,0,315,529,45,136,67,3208,0
1925,11,38,1,0,442,720,21,89,55,3170,1
1926,5,34,10,0,435,925,23,72,63,1604,0
1927,11,44,10,1,565,755,88,89,63,3608,0
1928,8,39,9,1,493,902,92,101,69,3548,1
1929,7,9,10,0,195,679,80,99,78,1839,1
1930,4,49,6,1,552,838,77,71,49,3606,0
1931,18,11,4,0,228,757,89,109,56,2532,1
1932,1,33,9,0,398,598,52,134,77,3039,1
1933,5,16,4,0,213,624,74,61,48,2114,0
1934,11,10,3,0,176,838,40,75,54,3793,0
1935,2,49,3,1,521,986,44,149,60,2955,1
1936,17,7,10,0,225,905,21,110,49,3860,0
1937,11,15,2,0,219,584,48,73,67,2731,0
1938,19,8,9,0,238,590,9,150,60,2750,0
1939,3,49,3,1,526,919,68,49,42,3621,0
1940,4,9,1,0,117,901,65,63,37,2857,1
1941,2,24,9,0,313,947,86,69,47,2509,0
1942,16,22,5,0,335,508,80,96,59,1615,1
1943,13,7,5,0,170,750,40,52,67,3274,1
1944,6,39,3,0,441,792,65,101,67,2269,1
1945,20,11,7,0,259,575,62,142,62,2372,1
1946,20,37,10,1,540,626,81,93,73,2211,0
1947,0,13,9,0,193,925,73,34,70,1663,1
1948,10,15,7,0,249,586,78,122,70,3381,0
1949,17,33,2,0,429,611,71,75,39,3508,1
1950,0,31,4,0,338,597,22,56,77,1930,1
1951,7,20,1,0,242,528,37,83,64,3951,0
1952,6,43,6,1,502,604,56,74,72,2382,1
1953,8,8,10,0,190,640,42,70,78,2408,0
1954,5,18,9,0,268,509,65,75,39,2305,1
1955,6,40,5,1,465,939,34,116,50,3981,1
1956,2,29,7,0,349,693,59,115,37,2557,1
1957,19,27,6,0,407,804,1,72,40,1584,0
1958,13,34,8,1,461,886,26,59,52,1910,1
1959,9,21,4,0,283,578,7,96,66,3492,0
1960,12,43,4,1,518,706,46,80,67,3933,0
1961,13,33,8,0,451,564,44,69,61,3214,1
1962,17,39,1,1,482,945,85,96,62,1824,1
1963,1,17,9,0,238,555,44,57,69,1318,1
1964,19,38,9,1,538,907,4,149,68,2518,0
1965,13,38,10,1,515,835,8,62,46,3919,1
1966,15,40,4,1,503,800,86,65,56,2652,0
1967,4,15,1,0,177,754,15,135,74,1997,0
1968,4,46,8,1,536,588,34,110,73,3902,1
1969,12,20,8,0,316,704,20,143,62,1967,0
1970,8,34,8,0,436,944,63,35,43,3278,0
1971,15,44,9,1,578,908,51,83,71,3390,0
1972,17,19,5,0,310,989,34,150,48,2315,1
1973,7,34,7,0,424,519,71,136,77,1950,0
1974,2,11,6,0,162,823,25,146,52,3139,1
1975,6,15,7,0,229,984,11,71,73,3115,0
1976,11,38,5,1,470,645,81,71,39,2702,1
1977,17,36,7,1,494,513,69,101,59,2476,1
1978,12,46,8,1,576,771,89,83,59,2548,0
1979,9,29,4,0,363,940,86,86,77,3773,0
1980,0,46,10,0,530,816,11,129,58,3832,1
1981,15,39,4,1,493,502,47,104,54,3026,0
1982,1,19,4,0,223,993,96,129,80,1309,1
1983,7,50,2,1,549,969,6,91,62,2966,0
1984,19,34,3,0,456,977,46,50,45,3637,0
1985,0,35,8,0,406,939,45,142,72,1945,0
1986,9,36,5,0,440,580,71,129,41,1904,1
1987,3,30,10,0,385,913,45,107,66,2527,1
1988,8,43,5,1,505,661,77,105,46,3125,0
1989,12,43,8,1,546,827,24,104,57,3022,1
1990,15,22,1,0,302,912,43,123,38,1590,0
1991,10,43,2,1,494,993,61,115,50,3136,1
1992,2,21,7,0,269,955,80,71,71,1942,1
1993,16,20,4,0,308,899,29,30,45,2972,0
1994,7,27,7,0,354,951,51,146,53,2932,1
1995,6,14,1,0,177,567,31,145,79,2561,0
1996,13,42,7,1,534,775,80,116,51,3603,1
1997,19,28,10,0,445,992,41,131,51,3896,0
1998,16,17,3,0,271,977,44,97,60,3715,1
1999,14,30,4,0,398,650,83,76,51,2788,1
2000,3,46,8,0,531,930,54,34,75,1752,0
2001,9,17,4,0,243,911,75,84,37,1290,0
2002,10,16,4,0,238,554,54,49,66,2600,1
2003,10,31,1,0,367,583,84,72,57,2941,1
2004,0,17,5,0,205,697,8,111,78,1967,0
2005,15,35,5,1,460,654,39,48,72,1443,0
2006,14,29,9,0,423,557,46,61,39,1624,1
2007,9,8,10,0,195,501,87,93,39,3462,1
2008,7,25,6,0,327,722,19,146,50,1925,1
2009,11,30,8,0,411,629,6,142,71,3550,0
2010,0,13,10,0,200,849,14,90,72,3056,1
2011,19,42,6,0,557,708,98,123,73,3570,0
2012,9,44,2,1,499,634,65,89,60,3646,1
2013,1,6,6,0,107,799,50,50,59,1590,1
2014,1,37,8,0,431,572,84,134,70,2069,0
2015,8,45,3,1,511,857,36,86,75,3132,0
2016,17,5,1,0,142,676,75,149,65,3008,1
2017,8,48,10,1,590,682,23,79,71,3382,1
2018,1,20,6,0,247,692,54,83,77,2044,0
2019,10,38,2,0,444,861,59,51,45,2166,1
2020,8,23,1,0,277,787,20,120,55,2132,1
2021,1,45,2,1,469,970,96,40,59,3338,0
2022,7,27,2,0,319,999,6,98,45,1730,0
2023,7,42,9,1,518,577,40,112,65,1665,1
2024,20,14,2,0,254,995,18,98,60,3367,0
2025,16,48,6,1,602,549,17,49,49,2799,1
2026,20,30,1,0,407,784,17,47,38,1752,0
2027,0,41,6,1,452,774,44,76,42,3315,0
2028,10,20,1,0,257,859,33,73,59,2581,1
2029,11,11,4,0,193,574,61,133,79,1450,0
2030,15,12,6,0,237,508,57,51,75,1595,0
2031,16,39,6,1,512,756,74,55,71,1881,0
2032,17,24,4,0,353,939,12,109,69,3566,0
2033,19,11,7,0,254,880,76,59,57,3341,1
2034,14,33,4,1,428,541,81,137,39,2197,0
2035,2,38,1,0,397,863,96,55,39,3488,0
2036,13,32,3,0,406,540,56,86,68,1783,0
2037,5,38,1,0,412,621,5,118,77,3608,0
2038,7,33,5,0,400,850,75,55,74,2816,0
2039,19,30,7,0,444,631,36,80,75,3268,0
2040,15,49,6,1,607,697,2,107,64,2436,0
2041,14,12,1,0,197,555,77,97,36,3313,0
2042,8,24,1,0,287,545,58,74,75,2371,0
2043,8,33,10,0,440,915,12,68,73,3058,0
2044,1,50,2,1,519,779,14,134,47,1282,1
2045,2,41,10,1,490,883,94,136,77,2393,0
2046,7,33,2,0,379,733,46,107,74,3500,0
2047,13,15,10,0,285,661,20,75,56,1900,1
2048,13,5,4,0,143,527,7,116,65,3177,0
2049,1,36,6,0,407,619,11,110,70,2207,1
2050,11,46,6,1,557,510,26,124,68,2711,1
2051,17,35,6,1,477,643,8,52,55,2468,1
2052,6,37,6,0,442,647,31,72,55,3081,0
2053,3,14,9,0,218,707,84,132,76,3857,1
2054,19,49,6,1,627,757,18,38,53,2604,0
2055,3,46,1,1,482,851,39,126,50,2513,1
2056,6,16,1,0,197,794,87,119,65,3072,0
2057,19,24,4,0,363,841,21,89,63,3570,1
2058,20,31,8,1,466,909,30,134,41,1708,1
2059,6,28,4,0,338,860,99,58,44,2580,0
2060,15,7,3,0,166,774,73,114,72,3383,1
2061,20,37,2,0,484,881,36,46,36,2455,0
2062,20,15,3,0,271,797,11,83,79,2858,1
2063,13,12,2,0,199,597,5,69,49,1519,1
2064,3,7,9,0,148,831,98,132,39,2232,0
2065,11,24,5,1,330,700,45,132,70,3444,1
2066,3,26,1,0,282,617,36,101,48,3569,1
2067,0,23,10,0,300,508,95,113,79,2339,0
2068,16,8,9,0,223,983,95,90,70,2991,1
2069,2,8,6,0,132,959,69,78,38,3221,1
2070,18,12,6,0,252,511,24,59,37,2806,1
2071,15,24,9,0,378,687,82,140,70,2975,1
2072,1,40,4,0,433,509,92,67,50,3541,0
2073,18,18,7,0,319,748,1,86,61,1407,1
2074,17,17,8,0,311,586,100,71,46,1313,1
2075,17,12,9,0,268,965,3,134,47,3396,1
2076,2,33,5,0,375,861,9,58,65,2204,0
2077,11,13,6,0,227,981,14,31,78,3596,1
2078,1,19,2,0,209,662,90,114,37,3061,1
2079,15,45,7,1,574,789,55,82,80,2762,0
2080,19,16,7,0,304,906,33,150,64,2170,0
2081,9,7,5,0,150,744,100,86,57,2099,0
2082,17,22,7,0,354,950,74,123,71,2153,0
2083,14,13,4,0,228,838,9,33,80,1822,0
2084,14,33,4,0,428,984,19,78,37,1647,0
2085,20,20,2,0,314,763,51,70,64,2956,0
2086,19,37,9,1,528,594,30,52,54,1653,1
2087,10,36,8,1,466,691,95,30,62,3802,1
2088,5,23,2,0,269,572,64,35,42,2578,0
2089,18,42,6,1,552,847,85,57,51,1310,1
2090,8,28,9,0,383,517,16,73,78,3654,0
2091,7,39,10,1,495,804,30,118,47,3858,1
2092,14,35,1,0,427,890,58,111,73,3439,1
2093,0,18,3,1,201,865,18,43,60,1669,0
2094,19,28,7,0,424,677,93,86,46,1564,1
2095,14,21,8,0,336,950,71,52,61,1638,0
2096,15,38,6,1,497,950,96,63,46,2041,1
2097,11,36,4,0,443,527,41,95,71,3341,1
2098,16,34,10,1,490,649,27,50,55,3929,1
2099,2,43,7,0,489,804,55,74,55,1514,1
2100,1,32,10,0,395,661,88,114,57,2786,1
2101,17,37,10,1,525,589,62,85,64,3747,0
2102,10,26,3,0,331,939,89,104,64,3513,0
2103,20,39,6,1,532,851,86,141,63,2016,1
2104,10,9,3,0,161,547,56,122,44,3308,0
2105,3,5,9,0,128,657,75,130,61,1336,1
2106,4,27,5,0,325,613,83,66,60,2693,1
2107,14,39,5,1,495,712,33,38,71,2671,0
2108,16,29,2,0,384,962,47,122,62,2882,1
2109,2,19,7,1,249,653,64,50,59,3090,0
2110,11,27,1,0,332,902,40,56,58,1208,0
2111,6,17,7,0,249,868,69,150,80,2083,1
2112,19,45,8,1,601,505,14,138,69,1946,1
2113,12,50,3,1,581,662,27,102,61,2664,0
2114,13,44,6,1,547,629,61,68,78,2335,0
2115,6,7,10,0,170,850,7,99,43,3625,1
2116,17,13,10,0,285,729,11,106,45,3694,0
2117,16,28,4,0,388,820,26,112,58,1714,1
2118,20,20,6,0,342,522,46,148,41,1977,0
2119,15,18,5,0,290,917,47,82,61,2119,0
2120,5,48,8,1,561,632,9,91,58,2661,0
2121,10,18,2,0,244,589,2,69,71,1263,0
2122,4,43,8,1,506,779,70,49,69,2682,1
2123,11,10,2,0,169,934,71,140,65,1800,0
2124,15,14,5,0,250,956,81,49,76,1313,1
2125,18,16,1,0,257,871,44,46,60,3496,1
2126,19,23,3,0,346,895,5,143,56,3004,0
2127,2,19,4,0,228,809,2,131,54,1367,1
2128,9,33,1,0,382,557,55,75,80,2346,0
2129,14,35,4,0,448,761,99,127,46,2684,1
2130,0,6,6,0,102,932,52,34,63,3169,0
2131,1,6,3,0,86,894,20,115,37,3354,0
2132,7,46,5,1,530,525,62,65,80,1214,0
2133,3,18,1,0,202,684,95,125,46,2223,0
2134,19,23,4,0,353,910,48,61,57,3332,1
2135,16,42,9,1,563,909,49,115,50,3666,0
2136,18,8,7,0,219,714,35,35,64,1701,1
2137,14,25,6,0,362,790,79,148,67,3151,0
2138,7,31,10,1,415,648,53,115,50,2858,1
2139,0,35,5,0,385,911,78,72,41,2563,0
2140,3,20,6,0,257,661,28,56,50,3682,0
2141,14,24,6,0,352,786,55,49,38,1202,1
2142,7,17,7,0,254,961,53,60,59,2469,0
2143,0,31,4,0,338,846,2,115,55,3541,0
2144,11,8,2,0,149,629,68,93,51,2026,1
2145,4,16,7,0,229,553,58,108,60,1394,1
2146,8,46,3,1,521,980,47,135,36,3216,1
2147,5,47,9,1,558,674,98,123,71,1850,1
2148,8,11,8,0,206,770,0,59,72,1394,1
2149,9,35,6,0,437,899,29,65,54,1330,1
2150,0,26,6,0,302,532,83,110,50,3787,1
2151,9,39,7,1,484,553,99,80,53,3762,1
2152,10,24,8,0,346,991,73,36,65,1889,0
2153,19,47,4,1,593,657,4,72,46,3901,0
2154,17,38,8,1,521,511,10,141,73,2686,0
2155,7,25,3,0,306,991,30,123,40,1411,0
2156,18,23,1,0,327,656,99,126,79,2829,1
2157,15,14,5,0,250,810,6,72,53,2902,0
2158,16,18,10,0,330,555,2,43,38,2687,0
2159,2,23,8,0,296,866,6,38,56,1387,0
2160,16,23,3,0,331,678,31,34,54,3180,1
2161,16,27,10,0,420,664,93,147,66,2167,1
2162,10,30,1,0,357,668,54,130,61,2128,0
2163,8,42,1,1,467,522,1,133,62,1982,1
2164,20,18,6,0,322,556,67,136,50,2416,1
2165,11,36,5,0,450,503,76,44,72,2724,1
2166,14,16,10,0,300,942,60,107,65,3108,1
2167,16,31,1,0,397,705,17,94,72,2261,0
2168,8,44,7,1,529,919,87,125,41,3088,0
2169,3,48,9,0,558,503,53,110,40,1604,0
2170,0,49,6,1,532,671,39,38,68,3377,0
2171,8,14,6,0,222,740,43,85,51,2282,1
2172,8,50,2,0,554,515,2,108,55,3546,0
2173,5,14,8,0,221,713,100,89,62,1702,0
2174,5,29,6,0,357,684,57,109,67,3948,1
2175,17,30,2,0,399,906,28,49,37,2091,1
2176,11,23,5,1,320,587,36,85,39,2303,1
2177,13,7,4,0,163,666,31,142,80,2910,1
2178,6,37,10,0,470,548,6,117,73,3729,0
2179,0,12,9,0,183,809,82,54,63,3174,1
2180,2,14,6,0,192,500,12,125,40,1720,1
2181,2,10,3,0,131,981,46,98,59,3746,0
2182,14,27,6,0,382,506,100,137,41,1579,0
2183,20,46,7,1,609,793,50,51,68,2599,1
2184,17,43,1,1,522,808,85,60,57,2989,0
2185,6,28,8,0,366,720,87,122,38,1548,0
2186,20,30,7,0,449,540,92,56,55,2019,1
2187,14,12,5,0,225,560,62,55,38,2196,1
2188,11,47,4,1,553,796,21,118,62,3258,1
2189,19,10,7,0,244,720,37,117,76,3052,0
2190,5,18,10,0,275,891,34,96,76,2191,0
2191,13,28,1,0,352,664,55,53,50,3520,1
2192,7,48,3,1,536,888,19,109,57,2387,1
2193,14,6,10,0,200,848,4,75,47,3086,1
2194,10,31,8,0,416,770,1,65,72,3521,1
2195,17,49,6,1,617,740,98,67,59,2156,0
2196,17,48,4,1,593,847,17,136,72,2406,0
2197,5,49,2,0,529,815,49,68,65,3957,0
2198,0,26,3,0,281,644,65,138,59,2564,0
2199,20,18,7,0,329,551,53,65,75,1523,0
2200,10,26,5,0,345,628,1,111,49,3399,1
2201,1,27,1,0,282,745,61,105,57,1759,0
2202,6,23,6,0,302,687,61,127,77,3501,0
2203,3,45,3,1,486,577,54,149,68,2526,0
2204,19,32,3,0,436,996,46,74,57,2883,1
2205,0,5,6,0,92,882,24,99,73,2120,0
2206,2,17,4,0,208,723,40,103,59,3613,0
2207,4,19,2,0,224,594,37,144,60,3183,1
2208,15,43,6,1,547,650,70,70,36,1236,1
2209,8,48,3,1,541,752,13,137,76,3694,0
2210,15,45,2,0,539,609,64,48,56,2977,0
2211,5,12,4,0,173,639,90,100,64,1586,0
2212,3,17,9,0,248,970,73,97,67,3430,1
2213,6,16,2,0,204,850,77,48,43,1533,0
2214,1,27,8,0,331,591,8,31,47,1574,1
2215,13,9,10,0,225,557,98,141,47,2895,1
2216,8,39,4,1,458,605,10,47,46,2384,1
2217,12,18,8,0,296,690,42,80,77,2150,1
2218,12,24,6,0,342,810,52,64,56,1345,1
2219,8,27,1,0,317,517,8,75,55,2967,1
2220,2,17,9,0,243,789,44,73,42,2142,0
2221,14,42,10,1,560,825,39,133,46,3988,1
2222,1,37,10,0,445,905,36,128,57,3988,0
2223,16,6,2,0,154,807,11,72,53,2506,1
2224,1,37,2,0,389,593,51,88,47,2812,1
2225,12,29,4,0,378,958,84,116,68,3526,0
2226,16,47,1,1,557,711,47,83,69,1842,1
2227,18,6,7,0,199,939,74,82,44,1310,0
2228,15,39,2,1,479,818,41,46,66,1754,1
2229,16,42,1,1,507,684,68,36,62,1446,1
2230,19,39,9,1,548,585,78,64,69,2380,0
2231,0,24,1,0,247,836,43,42,68,3912,0
2232,8,18,4,0,248,613,22,52,63,2031,0
2233,13,26,3,0,346,540,4,38,42,3461,1
2234,8,7,3,0,131,550,69,61,49,1605,1
2235,3,24,7,0,304,765,1,45,39,2110,0
2236,9,49,2,1,549,549,3,90,63,3234,0
2237,1,8,3,0,106,954,86,139,75,1630,1
2238,15,9,1,0,172,861,91,95,48,2424,0
2239,11,22,3,0,296,792,60,137,72,3305,1
2240,19,5,9,0,208,552,45,123,73,2715,0
2241,17,45,5,1,570,648,67,139,54,3335,1
2242,19,13,10,0,295,809,69,79,42,2133,1
2243,5,48,2,1,519,635,28,33,59,2589,0
2244,0,38,4,0,408,852,3,117,62,3680,0
2245,15,46,2,1,549,702,27,43,45,1793,1
2246,7,39,4,1,453,838,63,129,43,3347,1
2247,11,21,10,0,335,709,44,131,45,2731,0
2248,3,42,3,1,456,629,88,77,44,1233,0
2249,7,30,4,0,363,536,92,126,45,1853,1
2250,7,6,10,0,165,940,24,142,70,2798,1
2251,7,26,2,0,309,965,5,61,79,1854,1
2252,4,44,7,1,509,720,98,124,43,1816,1
2253,18,37,4,1,488,913,85,37,59,1729,0
2254,18,25,10,0,410,706,14,64,66,3616,1
2255,5,7,8,0,151,613,38,53,62,3075,1
2256,15,28,4,0,383,879,45,51,49,3814,0
2257,1,8,3,0,106,863,71,85,55,3306,1
2258,19,42,2,1,529,717,45,50,37,2388,1
2259,5,23,3,0,276,568,89,118,55,2916,0
2260,6,25,7,0,329,872,92,89,71,3110,1
2261,16,16,3,0,261,504,76,130,78,3743,1
2262,0,29,4,0,318,905,42,69,37,1605,0
2263,20,11,10,0,280,583,19,44,45,3029,1
2264,19,30,3,1,416,711,12,135,65,2048,1
2265,3,44,9,1,518,567,22,116,66,3021,1
2266,19,33,3,0,446,754,87,34,46,3874,0
2267,6,45,5,1,515,671,0,132,61,1633,0
2268,9,36,3,0,426,871,82,44,80,1348,1
2269,7,35,10,1,455,860,10,63,69,3338,1
2270,10,49,9,1,603,614,95,101,74,2148,1
2271,2,30,2,0,324,869,26,135,63,3043,1
2272,9,34,2,0,399,775,11,124,70,3836,1
2273,0,23,1,0,237,584,5,71,53,3135,1
2274,6,38,8,1,466,774,94,130,68,2016,1
2275,13,24,10,0,375,908,74,129,57,2451,1
2276,19,5,1,0,152,681,26,99,68,1406,0
2277,10,25,2,0,314,539,90,69,75,2591,0
2278,5,22,3,1,266,849,56,61,56,3874,0
2279,0,31,2,0,324,639,44,30,69,1286,0
2280,8,38,9,1,483,946,70,51,70,3710,1
2281,20,7,10,0,240,763,61,71,67,2771,0
2282,9,23,10,0,345,932,93,142,54,1531,0
2283,1,26,9,0,328,667,27,46,80,2809,0
2284,15,26,1,0,342,778,52,91,65,3847,1
2285,2,38,2,0,404,823,71,63,39,3415,1
